Date,Stock,Quater,"Revenue(RM,000)","Net_Profit(RM,000)",Earning_Per_Share (Cent),Dividend
31-May-19,PRKCORP,1st Quarter Report,"39,025","-5,284",-5.28,0
31-May-19,KAMDAR,4th Quarter Report,"27,398",759,0.38,0
31-May-19,TOYOINK,4th Quarter Report,"22,499",884,0.83,0.02
31-May-19,IREKA,4th Quarter Report,"29,919","-17,606",-9.43,0
31-May-19,SKPRES,4th Quarter Report,"357,104","20,413",1.63,0
31-May-19,MTRONIC,3rd Quarter Report,"4,817","-1,976",-0.36,0
31-May-19,TURIYA,4th Quarter Report,"4,424",-988,-0.43,0
31-May-19,VSOLAR,3rd Quarter Report,142,-648,-0.17,0
31-May-19,ORION,3rd Quarter Report,"1,473",370,0.06,0
31-May-19,RESINTC,4th Quarter Report,"18,760","2,907",2.12,2.5
31-May-19,DOLPHIN,1st Quarter Report,"1,623","1,196",0.49,0
31-May-19,IRETEX,Other,625,-160,0.11,0
31-May-19,KANGER,1st Quarter Report,"18,040","1,370",0.15,0
31-May-19,ITRONIC,1st Quarter Report,"2,072","-1,143",-1.1,0
31-May-19,EWEIN,1st Quarter Report,"66,840","13,249",4.54,0
31-May-19,NATWIDE,4th Quarter Report,"30,144","-28,850",-23.41,0
31-May-19,BLDPLNT,Other,"443,046","-4,702",-5.03,0
31-May-19,SCOMIES,Other,"132,072","-36,433",-1.56,0
31-May-19,YEELEE,1st Quarter Report,"268,307","6,336",3.31,0
31-May-19,TNLOGIS,4th Quarter Report,"136,495","-10,318",-2.26,0
31-May-19,SCOMI,Other,"132,072","-43,947",-4.02,0
31-May-19,SYMLIFE,4th Quarter Report,"60,282","24,995",4.67,0
31-May-19,HBGLOB,1st Quarter Report,"22,507","5,493",1.17,0
31-May-19,WANGZNG,1st Quarter Report,"64,119","2,629",1.66,0
31-May-19,DESTINI,1st Quarter Report,"84,491",636,0.06,0
31-May-19,ICON,1st Quarter Report,"41,768","-7,645",-6.49,0
31-May-19,YTL,3rd Quarter Report,"4,312,728","85,795",0.8,0
31-May-19,BRAHIMS,1st Quarter Report,"70,254","-2,221",-0.83,0
31-May-19,XINHWA,4th Quarter Report,"29,187","-2,460",-1.14,0
31-May-19,IVORY,4th Quarter Report,"58,237","10,702",2.18,0
31-May-19,VERSATL,4th Quarter Report,"14,110","-6,431",-4.98,0
31-May-19,JADI,4th Quarter Report,"11,775","-2,924",-0.31,0
31-May-19,JASKITA,4th Quarter Report,"8,726","-7,856",-1.75,0
31-May-19,SINOTOP,3rd Quarter Report,"36,254",192,0.05,0
31-May-19,EPMB,1st Quarter Report,"111,969",102,0.06,0
31-May-19,MSNIAGA,1st Quarter Report,"32,375","-3,849",-6.37,0
31-May-19,MFGROUP,1st Quarter Report,"35,517",-195,-0.06,0
31-May-19,XINGHE,1st Quarter Report,"268,456","3,472",0.14,0
31-May-19,OVERSEA,4th Quarter Report,"12,948","-2,810",-1.16,0
31-May-19,PWF,1st Quarter Report,"94,462","5,098",2.93,0
31-May-19,IKHMAS,1st Quarter Report,"67,187","-14,715",-2.7,0
31-May-19,FOCUS,1st Quarter Report,"9,947",617,0.03,0
31-May-19,IPMUDA,3rd Quarter Report,"24,525","-4,852",-6.7,0
31-May-19,KGROUP,4th Quarter Report,"14,179","-1,661",-0.34,0
31-May-19,IRIS,4th Quarter Report,"35,201","20,224",0.74,0
31-May-19,MLAB,Other,201,"-2,240",-0.33,0
31-May-19,JHM,1st Quarter Report,"60,562","8,388",1.5,0.5
31-May-19,MEGASUN,1st Quarter Report,"1,507",112,0.05,0
31-May-19,YTLPOWR,3rd Quarter Report,"2,887,574","111,275",1.45,0
31-May-19,PARLO,1st Quarter Report,"32,895","-1,008",-0.28,0
31-May-19,SBCCORP,4th Quarter Report,"42,831","3,435",1.32,0
31-May-19,BDB,1st Quarter Report,"39,685","-5,848",-1.92,0
31-May-19,ASIAFLE,4th Quarter Report,"80,658","13,367",6.86,7
31-May-19,CHHB,1st Quarter Report,"21,503",-872,-0.32,0
31-May-19,YTLLAND,3rd Quarter Report,"53,268","-40,630",-2.48,0
31-May-19,MENTIGA,1st Quarter Report,"1,200","-1,690",-2.35,0
31-May-19,CGB,1st Quarter Report,"21,102","-1,345",-1.49,0
31-May-19,BENALEC,3rd Quarter Report,"11,553","-10,355",-1.24,0
31-May-19,CENSOF,4th Quarter Report,"14,461","-1,737",-0.35,0
31-May-19,YTLREIT,3rd Quarter Report,"125,906","35,368",2.08,1.91
31-May-19,KPOWER,3rd Quarter Report,425,-698,-2.41,0
31-May-19,DKSH,1st Quarter Report,"1,562,675",-618,-0.39,0
31-May-19,ASDION,4th Quarter Report,"3,001",-505,-0.43,0
31-May-19,EATECH,1st Quarter Report,"66,452","9,131",1.81,0
31-May-19,EASTLND,1st Quarter Report,"5,142","-2,666",-1.08,0
31-May-19,DPS,4th Quarter Report,"9,815","1,798",0.31,0
31-May-19,PPG,2nd Quarter Report,"17,885","2,164",2.24,0
31-May-19,SNC,1st Quarter Report,"5,529",167,0.25,0
31-May-19,HAPSENG,1st Quarter Report,"1,749,847","157,982",6.35,15
31-May-19,OMESTI,4th Quarter Report,"69,009",941,0.2,0
31-May-19,MICROLN,4th Quarter Report,"52,460","2,028",1.21,0
31-May-19,CBIP,1st Quarter Report,"85,902","11,018",2.16,0
31-May-19,VIVOCOM,1st Quarter Report,"15,017",-554,-0.01,0
31-May-19,EAH,4th Quarter Report,"7,740","-45,406",-0.9,0
31-May-19,MATRIX,4th Quarter Report,"278,945","65,865",8.75,3.25
31-May-19,WEGMANS,1st Quarter Report,"22,511","1,627",0.33,0
31-May-19,AIRPORT,1st Quarter Report,"1,252,318","149,581",8.16,0
31-May-19,SIMEPLT,1st Quarter Report,"3,006,000","74,000",1.1,0
31-May-19,THHEAVY,1st Quarter Report,"11,530","2,484",0.22,0
31-May-19,CANONE,1st Quarter Report,"406,217","96,878",50.42,0
31-May-19,AZRB,1st Quarter Report,"253,275","3,733",0.62,0
31-May-19,SANICHI,1st Quarter Report,"2,745","-6,653",-0.6,0
31-May-19,KBUNAI,4th Quarter Report,"19,684","8,919",0.15,0
31-May-19,L&G,4th Quarter Report,"47,362","27,555",0.93,0.01
31-May-19,KPJ,1st Quarter Report,"868,129","39,126",0.93,0.5
31-May-19,HUAYANG,4th Quarter Report,"77,853","-29,167",-8.29,0
30-May-19,CETECH,1st Quarter Report,"23,892","3,324",1.13,0
30-May-19,UNIMECH,1st Quarter Report,"68,100","4,093",2.73,0
30-May-19,BREM,4th Quarter Report,"31,723","4,886",1.4,0
30-May-19,MMAG,4th Quarter Report,"38,564","-9,191",-1.38,0
30-May-19,EG,3rd Quarter Report,"216,449","1,756",0.66,0
30-May-19,WTK,1st Quarter Report,"179,447","-3,845",-0.81,0
30-May-19,RAPID,1st Quarter Report,"6,792","2,334",2.17,0
30-May-19,ADVPKG,1st Quarter Report,"5,954",-67,-0.35,0
30-May-19,ASIAPLY,1st Quarter Report,"17,343","-1,215",-0.27,0
30-May-19,MUIIND,3rd Quarter Report,"88,915","-19,632",-0.67,0
30-May-19,KAWAN,1st Quarter Report,"50,324","1,575",0.44,2.5
30-May-19,POLYMER,1st Quarter Report,"37,046","5,399",1.16,0
30-May-19,ARK,1st Quarter Report,113,-320,-0.66,0
30-May-19,TANCO,3rd Quarter Report,809,"-4,193",-0.61,0
30-May-19,MUIPROP,3rd Quarter Report,"15,658","1,068",0.14,0
30-May-19,Y&G,1st Quarter Report,"7,227","-1,303",-0.65,0
30-May-19,AMEDIA,1st Quarter Report,"1,200",-965,-0.4,0
30-May-19,MYEG,2nd Quarter Report,"121,738","58,028",1.7,0.5
30-May-19,MACPIE,3rd Quarter Report,"27,884",726,0.16,0
30-May-19,EKA,1st Quarter Report,"5,880",-662,-0.21,0
30-May-19,KSL,1st Quarter Report,"121,985","28,870",2.84,0
30-May-19,VERTICE,Other,"43,953","-2,496",-1.35,0
30-May-19,SUNSURIA,2nd Quarter Report,"249,014","91,576",11.46,0
30-May-19,SHCHAN,1st Quarter Report,"6,803","-2,284",-1.73,0
30-May-19,MYSCM,4th Quarter Report,983,"-8,070",-3.04,0
30-May-19,BONIA,3rd Quarter Report,"116,916",-167,-0.02,0
30-May-19,MUDAJYA,1st Quarter Report,"100,093","-42,263",-7.16,0
30-May-19,KIMLUN,1st Quarter Report,"318,557","15,931",4.8,0
30-May-19,IWCITY,1st Quarter Report,"35,482","-1,766",0.21,0
30-May-19,NIHSIN,1st Quarter Report,"7,708",-899,-0.29,0.28
30-May-19,SSTEEL,3rd Quarter Report,"699,963","-41,572",-9.59,0
30-May-19,LAMBO,1st Quarter Report,"25,639","3,816",0.18,0
30-May-19,HANDAL,Other,"9,234","-2,870",-1.83,0
30-May-19,PLABS,1st Quarter Report,"23,149","1,003",0.47,0
30-May-19,HUMEIND,3rd Quarter Report,"152,075","-24,192",-5.05,0
30-May-19,DRBHCOM,4th Quarter Report,"3,466,699","127,862",6.61,0
30-May-19,SMCAP,1st Quarter Report,"39,976","-3,947",-1.85,0
30-May-19,PERMAJU,Other,"16,256",6,0,0
30-May-19,MAYBULK,1st Quarter Report,"64,086","-10,762",-1.08,0
30-May-19,DIGISTA,2nd Quarter Report,"14,607",-352,-0.05,0
30-May-19,LBICAP,1st Quarter Report,"11,837","4,029",5.12,0
30-May-19,OFI,4th Quarter Report,"65,339","3,707",1.54,0.7
30-May-19,QL,4th Quarter Report,"898,033","43,227",2.66,4.5
30-May-19,HLT,1st Quarter Report,"31,848","1,276",0.25,0
30-May-19,IHH,1st Quarter Report,"3,642,687","89,510",0.78,0
30-May-19,GHLSYS,1st Quarter Report,"86,537","6,346",0.86,0
30-May-19,DKLS,1st Quarter Report,"37,043","1,845",1.99,0
30-May-19,RGB,1st Quarter Report,"52,176","6,720",0.44,0
30-May-19,PBA,1st Quarter Report,"84,432","14,472",4.37,0
30-May-19,PCCS,4th Quarter Report,"115,637","7,506",3.57,0
30-May-19,SEAL,3rd Quarter Report,"22,084","1,167",6.47,0
30-May-19,KFIMA,4th Quarter Report,"135,075","3,257",1.16,9
30-May-19,SYCAL,1st Quarter Report,"16,395",200,0.05,0
30-May-19,AEON,1st Quarter Report,"1,206,876","32,636",2.32,0
30-May-19,TADMAX,1st Quarter Report,"82,277","4,780",0.61,0
30-May-19,YOCB,3rd Quarter Report,"54,047","5,466",3.42,2.5
30-May-19,SEDANIA,1st Quarter Report,"2,928",501,0.22,0
30-May-19,WIDAD,1st Quarter Report,"45,357","6,210",0.25,0
30-May-19,PRIVA,1st Quarter Report,"10,029","-2,127",-0.38,0
30-May-19,STRAITS,1st Quarter Report,"108,756","1,356",0.23,0
30-May-19,MULPHA,1st Quarter Report,"146,552","69,240",21.67,0
30-May-19,CONNECT,1st Quarter Report,"13,661",-823,-0.25,0
30-May-19,BPURI,Other,"100,292",-344,-0.09,0
30-May-19,IQGROUP,4th Quarter Report,"30,452","-2,632",-2.99,0
30-May-19,ATTA,4th Quarter Report,"31,626","22,715",10.82,0
30-May-19,VC,4th Quarter Report,"32,190",189,0.05,0
30-May-19,MQTECH,1st Quarter Report,"3,603",-622,-0.12,0
30-May-19,OCNCASH,1st Quarter Report,"21,217","1,344",0.56,0
30-May-19,TAWIN,Other,"81,204","-3,273",-4.11,0
30-May-19,ULICORP,1st Quarter Report,"44,027","-1,452",-0.67,0
30-May-19,LEONFB,1st Quarter Report,"144,465",453,0.15,0
30-May-19,YLI,4th Quarter Report,"27,510","-3,016",-2.93,0
30-May-19,HOHUP,1st Quarter Report,"42,362","5,299",1.41,0
30-May-19,KSENG,1st Quarter Report,"231,411","10,159",2.83,0
30-May-19,RUBEREX,1st Quarter Report,"50,457","1,959",0.78,0
30-May-19,BSTEAD,1st Quarter Report,"2,506,700","-22,400",-1.11,0
30-May-19,LIONIND,3rd Quarter Report,"693,366","-72,167",-10.6,0
30-May-19,MUDA,1st Quarter Report,"378,230","15,385",5.04,0
30-May-19,CAELY,4th Quarter Report,"25,297","1,064",1.31,0
30-May-19,HWGB,1st Quarter Report,"37,343","-1,010",-0.31,0
30-May-19,YBS,4th Quarter Report,"15,381",-533,-0.22,0
30-May-19,AFFIN,1st Quarter Report,"472,516","137,231",6.9,0
30-May-19,ACME,4th Quarter Report,"4,457","6,532",2.84,0
30-May-19,PUNCAK,1st Quarter Report,"98,186","-17,690",-3.96,0
30-May-19,HARNLEN,1st Quarter Report,"25,766","-8,646",-4.99,0
30-May-19,MALPAC,3rd Quarter Report,0,"1,174",1.57,0
30-May-19,TRIMODE,1st Quarter Report,"18,257",271,0.16,0
30-May-19,PRESBHD,Other,"41,778","-4,536",-0.94,0
30-May-19,MMAG,4th Quarter Report,"38,564","-9,191",-1.38,0
30-May-19,SJC,1st Quarter Report,"3,919",-263,-0.65,0
30-May-19,AVI,4th Quarter Report,"21,583","-24,514",-2.86,0
30-May-19,DGB,2nd Quarter Report,306,"-2,246",0.3,0
30-May-19,EFORCE,1st Quarter Report,"6,258","1,872",0.45,0
30-May-19,HTPADU,1st Quarter Report,"70,073",-902,-0.89,0
30-May-19,SUNZEN,1st Quarter Report,"66,912",-961,-0.19,0
30-May-19,MERIDIAN,1st Quarter Report,970,"-3,170",-0.64,0
30-May-19,PJBUMI,1st Quarter Report,"4,705",70,0.09,0
30-May-19,GOB,4th Quarter Report,"46,073","-59,781",-13.15,0
30-May-19,JERASIA,3rd Quarter Report,"129,231","1,424",1.74,0
30-May-19,LITRAK,4th Quarter Report,"126,450","59,130",11.2,0
30-May-19,BARAKAH,Other,"50,431","-41,926",-5.05,0
30-May-19,TPC,1st Quarter Report,"60,816","9,592",4.1,0
30-May-19,SUMATEC,1st Quarter Report,0,-987,-0.02,0
30-May-19,BTM,1st Quarter Report,"1,903","-1,828",-1.29,0
30-May-19,AYS,4th Quarter Report,"154,956",109,0.03,1
30-May-19,MAHSING,1st Quarter Report,"450,333","55,013",1.51,0
30-May-19,SERNKOU,3rd Quarter Report,"56,818","3,399",1.42,0
30-May-19,CAB,2nd Quarter Report,"432,299","7,798",1.21,0
30-May-19,SCIB,1st Quarter Report,"17,436","1,590",1.85,0
30-May-19,K1,1st Quarter Report,"17,952","1,712",0.24,0
30-May-19,MASTEEL,1st Quarter Report,"280,222","-8,678",-2.04,0
30-May-19,LFECORP,1st Quarter Report,398,-855,-0.46,0
30-May-19,KPS,1st Quarter Report,"157,461","1,169",0.2,0
30-May-19,AFUJIYA,1st Quarter Report,"22,344",-747,-0.42,0
30-May-19,KUB,1st Quarter Report,"99,234",390,0.07,0
30-May-19,PSIPTEK,3rd Quarter Report,"29,591",426,0.12,0
30-May-19,KAREX,3rd Quarter Report,"85,116",165,0.02,0
30-May-19,WOODLAN,1st Quarter Report,"4,499",-492,-1.23,0
30-May-19,MPCORP,3rd Quarter Report,"4,294","-4,010",-1.39,0
30-May-19,MRCB,1st Quarter Report,"234,050","4,135",0.09,0
30-May-19,MEDIA,1st Quarter Report,"239,102","-40,409",-3.64,0
30-May-19,MIECO,1st Quarter Report,"93,947","-4,822",-0.92,0
30-May-19,SPRITZER,1st Quarter Report,"95,099","7,717",3.68,0
30-May-19,EDARAN,3rd Quarter Report,"9,670",443,0.77,0
30-May-19,KTB,1st Quarter Report,"36,069",402,0.1,0
30-May-19,LEBTECH,1st Quarter Report,"9,866",4,0,0
30-May-19,PETRONM,1st Quarter Report,"2,747,443","57,521",21.3,0
30-May-19,MAYBANK,1st Quarter Report,"12,976,475","1,809,264",16.37,0
30-May-19,TM,1st Quarter Report,"2,778,922","308,279",8.2,0
30-May-19,ADVENTA,1st Quarter Report,"8,486","-1,229",-0.8,0
30-May-19,PEB,1st Quarter Report,0,-128,-0.19,0
30-May-19,BAHVEST,4th Quarter Report,"31,819","8,618",0.71,0
30-May-19,APEX,1st Quarter Report,"9,299","1,720",0.85,2
30-May-19,KERJAYA,1st Quarter Report,"264,178","35,122",2.84,0
30-May-19,IBHD,1st Quarter Report,"41,064","6,433",0.61,0
29-May-19,NSOP,1st Quarter Report,"14,150",-298,-0.42,3
29-May-19,SNTORIA,2nd Quarter Report,"98,469","4,229",0.76,0
29-May-19,GSB,4th Quarter Report,"-12,139","2,492",0.46,0
29-May-19,SUCCESS,3rd Quarter Report,"79,816",716,0.31,0
29-May-19,MUH,3rd Quarter Report,"2,790",-557,-0.99,0
29-May-19,EDGENTA,1st Quarter Report,"515,876","32,664",3.93,0
29-May-19,ORIENT,1st Quarter Report,"1,389,732","93,168",15.02,28
29-May-19,TGUAN,1st Quarter Report,"217,189","12,816",9.37,0
29-May-19,LSTEEL,1st Quarter Report,"72,848","-1,871",-1.48,0
29-May-19,PHB,1st Quarter Report,"1,393","-1,562",-0.09,0
29-May-19,MCEMENT,1st Quarter Report,"538,701","-32,071",-3.8,0
29-May-19,DANCO,1st Quarter Report,"26,082","3,857",1.3,0
29-May-19,SHANG,1st Quarter Report,"137,358","22,115",5.03,0
29-May-19,NADIBHD,1st Quarter Report,"68,890","6,178",0.83,0
29-May-19,TASCO,4th Quarter Report,"179,374","2,141",1.07,0
29-May-19,MTOUCHE,3rd Quarter Report,"4,965","-21,984",-4.32,0
29-May-19,PRESTAR,1st Quarter Report,"112,839","-1,903",-0.97,0
29-May-19,WATTA,1st Quarter Report,"3,446",-448,-0.53,0
29-May-19,SHH,3rd Quarter Report,"20,264","-3,709",-7.42,0
29-May-19,COMPLET,4th Quarter Report,"28,893","1,257",1,0
29-May-19,SIMEPROP,1st Quarter Report,"575,132","265,075",3.9,0
29-May-19,BINACOM,3rd Quarter Report,"13,113","1,777",0.68,0
29-May-19,ALCOM,1st Quarter Report,"92,490","-1,181",-0.88,0
29-May-19,JOHOTIN,1st Quarter Report,"141,031","11,109",3.58,1.5
29-May-19,HCK,1st Quarter Report,"6,292",205,0.05,0
29-May-19,MAA,1st Quarter Report,"44,243","6,566",2.4,0
29-May-19,HSPLANT,1st Quarter Report,"126,270","4,468",0.56,0
29-May-19,EKOVEST,3rd Quarter Report,"330,613","29,401",1.37,0
29-May-19,HOKHENG,1st Quarter Report,"6,172",-383,-0.44,0
29-May-19,JADEM,4th Quarter Report,"2,754","-2,232",-1.76,0
29-May-19,MBWORLD,1st Quarter Report,"105,450","17,589",11.18,0
29-May-19,GDB,1st Quarter Report,"64,757","7,040",1.13,0
29-May-19,SYSTECH,4th Quarter Report,"6,252","-1,262",-0.36,0.2
29-May-19,SRIDGE,3rd Quarter Report,"2,773",-902,-0.07,0
29-May-19,AIRASIA,1st Quarter Report,"2,881,027","96,089",2.9,90
29-May-19,PWORTH,3rd Quarter Report,"4,015","-17,141",-0.42,0
29-May-19,UZMA,3rd Quarter Report,"111,433","2,485",0.78,0
29-May-19,TAGB,1st Quarter Report,"193,863","121,714",2.29,0
29-May-19,OCK,1st Quarter Report,"103,493","5,335",0.61,0
29-May-19,TA,1st Quarter Report,"229,133","163,104",9.53,0
29-May-19,KNUSFOR,1st Quarter Report,"70,702",727,0.73,0
29-May-19,SHL,4th Quarter Report,"32,027","13,279",5.48,8
29-May-19,CNI,1st Quarter Report,"18,146",-782,-0.11,0
29-May-19,IFCAMSC,1st Quarter Report,"17,802",273,0.05,0
29-May-19,EDEN,1st Quarter Report,"10,896",411,0.11,0
29-May-19,DAYA,1st Quarter Report,"47,289","-1,368",-0.07,0
29-May-19,IJM,4th Quarter Report,"1,394,930","240,811",6.64,2
29-May-19,CWG,3rd Quarter Report,"15,108",-750,-0.59,0
29-May-19,CNOUHUA,1st Quarter Report,683,"-1,298",-0.19,0
29-May-19,LAYHONG,4th Quarter Report,"207,219","11,975",1.81,0
29-May-19,TIGER,3rd Quarter Report,"6,151",-712,-0.09,0
29-May-19,XOX,3rd Quarter Report,"60,476",361,0.03,0
29-May-19,SEM,1st Quarter Report,"583,731","11,145",0.99,0
29-May-19,MMSV,1st Quarter Report,"10,204","1,686",0.85,0
29-May-19,CYMAO,1st Quarter Report,"10,385","-3,434",-4.58,0
29-May-19,TSRCAP,3rd Quarter Report,"41,419",646,0.4,0
29-May-19,OPCOM,4th Quarter Report,"15,853",-144,-0.09,0
29-May-19,ATAIMS,4th Quarter Report,"803,027","21,209",1.84,0
29-May-19,OLYMPIA,1st Quarter Report,"32,630",223,0,0
29-May-19,COASTAL,3rd Quarter Report,"36,902",58,0.01,0
29-May-19,PARKSON,3rd Quarter Report,"1,100,077","-6,480",-0.61,0
29-May-19,BERTAM,1st Quarter Report,"2,593","-1,242",-0.6,0
29-May-19,FSBM,3rd Quarter Report,32,-263,-0.19,0
29-May-19,PERSTIM,4th Quarter Report,"230,358","6,514",6.56,10
29-May-19,SERBADK,1st Quarter Report,"984,387","112,151",7.64,2.3
29-May-19,CIHLDG,3rd Quarter Report,"599,547","6,780",4.19,0
29-May-19,M3TECH,1st Quarter Report,"9,268","-1,663",-0.28,0
29-May-19,AMWAY,1st Quarter Report,"247,491","10,615",6.46,5
29-May-19,DATAPRP,4th Quarter Report,"9,253","-5,992",-1.42,0
29-May-19,RSAWIT,1st Quarter Report,"61,722","-12,168",-0.6,0
29-May-19,PPB,1st Quarter Report,"1,156,386","248,448",17.46,0
29-May-19,MPAY,1st Quarter Report,"4,108","-1,651",-0.23,0
29-May-19,CHUAN,1st Quarter Report,"179,165",-857,-0.51,0.01
29-May-19,JETSON,1st Quarter Report,"44,976",-821,-0.38,0
29-May-19,LIONFIB,3rd Quarter Report,"132,159","1,597",0.7,0
29-May-19,XDL,1st Quarter Report,"96,836","4,961",0.27,0
29-May-19,NHFATT,1st Quarter Report,"62,115","2,005",2.43,0
29-May-19,MENANG,3rd Quarter Report,"10,517",-284,-0.06,0
29-May-19,FCW,3rd Quarter Report,"7,116","-2,923",-1.17,10
29-May-19,REV,1st Quarter Report,0,-175,-0.13,0
29-May-19,SAMCHEM,1st Quarter Report,"259,629","5,246",1.93,1
29-May-19,FARLIM,1st Quarter Report,"1,886","-1,081",-0.64,0
29-May-19,ENRA,4th Quarter Report,"28,019","-25,057",-18.58,0
29-May-19,JAG,1st Quarter Report,"25,554","-6,199",-0.41,0
29-May-19,AT,4th Quarter Report,"4,528","-4,664",-1,0
29-May-19,OCR,1st Quarter Report,"21,793","1,517",0.48,0
29-May-19,SMRT,1st Quarter Report,"40,365","-4,265",-1.05,0
29-May-19,TEKSENG,1st Quarter Report,"44,071",476,0.14,0
29-May-19,MKH,2nd Quarter Report,"279,906","22,009",3.75,0
29-May-19,IJMPLNT,4th Quarter Report,"164,802","13,516",1.53,2
29-May-19,LUSTER,1st Quarter Report,"46,894","1,536",0.08,0
29-May-19,FACBIND,3rd Quarter Report,"10,498",978,1.17,0
29-May-19,MBL,1st Quarter Report,"32,792","2,097",2.07,2.5
29-May-19,KEN,1st Quarter Report,"2,949",235,0.13,0
29-May-19,PERISAI,3rd Quarter Report,"32,213","-23,120",-1.83,0
29-May-19,SEB,3rd Quarter Report,"14,759","-2,229",-2.8,0
29-May-19,LANDMRK,1st Quarter Report,"29,835","-10,959",-2.07,0
29-May-19,SENDAI,1st Quarter Report,"399,629","11,141",1.43,0
29-May-19,IDEAL,1st Quarter Report,"141,335","12,178",11.02,0
29-May-19,IGBB,1st Quarter Report,"333,763","49,447",7.25,0
29-May-19,ASB,1st Quarter Report,"63,278","-4,703",-0.51,0
29-May-19,EURO,1st Quarter Report,"17,816","-3,472",-1.3,0
29-May-19,MFCB,1st Quarter Report,"221,842","33,656",8.48,0
29-May-19,EKSONS,4th Quarter Report,"2,483","-8,098",-5.06,0
29-May-19,NETX,3rd Quarter Report,422,"-3,265",-0.12,0
29-May-19,ALSREIT,1st Quarter Report,"23,192",0,1.56,2.35
29-May-19,ALAQAR,1st Quarter Report,"26,447","15,963",2.17,2.07
29-May-19,ROHAS,1st Quarter Report,"94,026","2,642",0.56,0
29-May-19,BINTAI,4th Quarter Report,"40,750",-576,-0.2,0
29-May-19,KFM,2nd Quarter Report,"14,355",-781,-1.14,0
29-May-19,CRESBLD,1st Quarter Report,"163,819","10,030",6,0
29-May-19,HOOVER,3rd Quarter Report,"16,599",-526,-1.32,0
29-May-19,KRETAM,1st Quarter Report,"104,491",537,0.02,0
29-May-19,ENGKAH,1st Quarter Report,"13,169",101,0.14,0
29-May-19,FGV,1st Quarter Report,"3,276,081","-3,374",-0.09,0
29-May-19,SMETRIC,1st Quarter Report,"5,844",167,0.07,0
29-May-19,BPPLAS,1st Quarter Report,"80,831","4,415",2.35,2
29-May-19,SIME,3rd Quarter Report,"8,565,000","222,000",3.3,0
29-May-19,CIMB,1st Quarter Report,"4,166,146","1,192,042",12.46,0
29-May-19,MINHO,1st Quarter Report,"75,103","3,111",0.91,0
29-May-19,ABMB,4th Quarter Report,"403,442","111,776",7.2,8.2
29-May-19,KUCHAI,3rd Quarter Report,320,476,0.38,0
29-May-19,SBAGAN,3rd Quarter Report,"1,881","2,963",3.95,0
29-May-19,KLUANG,3rd Quarter Report,"3,339","1,437",2.27,0
29-May-19,UOADEV,1st Quarter Report,"244,669","59,860",3.25,0
29-May-19,SKBSHUT,3rd Quarter Report,"11,979",-692,-1.73,0
28-May-19,BAT,1st Quarter Report,"620,958","88,600",31,30
28-May-19,MYKRIS,2nd Quarter Report,"20,278","3,279",1.11,1
28-May-19,GENETEC,4th Quarter Report,"14,355","-3,732",-9.19,0
28-May-19,HLIND,3rd Quarter Report,"693,526","90,396",28.8,35
28-May-19,MCT,1st Quarter Report,"102,401","5,696",0.39,0
28-May-19,SAB,4th Quarter Report,"140,989",516,0.38,5
28-May-19,WTHORSE,1st Quarter Report,"126,900","-5,941",-2.6,0
28-May-19,GOCEAN,4th Quarter Report,"89,416",-264,-0.09,0
28-May-19,JCBNEXT,1st Quarter Report,"1,783","1,359",0.99,0
28-May-19,KARYON,4th Quarter Report,"35,239",335,0.07,0
28-May-19,FAVCO,1st Quarter Report,"156,007","14,775",6.67,0
28-May-19,CUSCAPI,1st Quarter Report,"7,244",93,0.01,0
28-May-19,DOMINAN,4th Quarter Report,"173,813","4,403",2.66,1.5
28-May-19,SCC,1st Quarter Report,"13,227",395,0.28,1.7
28-May-19,NICE,3rd Quarter Report,"1,435",-205,-0.03,0
28-May-19,BTECH,1st Quarter Report,"6,553","1,133",0.45,0
28-May-19,MEDIAC,4th Quarter Report,"221,783","-77,762",-4.62,0.41
28-May-19,SEG,1st Quarter Report,"59,675","10,092",0.81,0
28-May-19,DUTALND,3rd Quarter Report,"3,700","-2,015",-0.24,0
28-May-19,IDMENSN,3rd Quarter Report,"2,573","-1,206",-0.22,0
28-May-19,GPHAROS,1st Quarter Report,"15,652",26,0.02,0
28-May-19,AXIATA,1st Quarter Report,"5,949,437","709,053",7.8,0
28-May-19,METROD,1st Quarter Report,"664,275","3,756",3.13,0
28-May-19,NOVAMSC,4th Quarter Report,"10,672","-2,603",-0.35,0
28-May-19,PANAMY,4th Quarter Report,"225,637","22,456",37,211
28-May-19,CFM,4th Quarter Report,"8,517",-425,-1.04,0
28-May-19,PASUKGB,1st Quarter Report,"9,707","-2,275",-0.28,0
28-May-19,WIDETEC,4th Quarter Report,"2,240",231,0.52,0
28-May-19,PNEPCB,4th Quarter Report,"17,808","-3,619",-2.75,0
28-May-19,YSPSAH,1st Quarter Report,"74,738","4,834",3.49,0
28-May-19,MNRB,4th Quarter Report,"584,831","60,802",12.5,0
28-May-19,KWANTAS,3rd Quarter Report,"214,067","-5,899",-1.89,0
28-May-19,MPHBCAP,1st Quarter Report,"103,643","12,086",1.69,0
28-May-19,BJASSET,3rd Quarter Report,"75,426","2,329",0.09,0
28-May-19,MYCRON,3rd Quarter Report,"157,036","-4,866",-1.54,0
28-May-19,TOCEAN,1st Quarter Report,"5,803",-119,-0.03,0
28-May-19,UMSNGB,1st Quarter Report,"15,609","1,078",1.37,0
